手動輸入,,,,,自動代入區,,,,,,,股票代號,總投入成本,"扣除
股息成本","扣除
賣出成本",目前市價,剩餘股數,"剩餘庫存
目前市值","目前
淨獲利",每股成本,年報酬率,,,,
序號,交易日期,股數,類別,交易價格,成交金額,手續費,"折讓
手續費",交易稅,給付金額,剩餘庫存,,2882,-414847.997,-396583.997,8599.955400000035,85.7,0,0,8599.955400000035,0,0.0034550628431743546,,,,
1,Thu Oct 03 2019 00:00:00 GMT+0800 (Taiwan Standard Time),2000,買,40.35,80700,114.9975,68.99849999999999,0,-80768.9985,2000,,,,,,,,,,,,,,,
2,Mon Oct 07 2019 00:00:00 GMT+0800 (Taiwan Standard Time),2000,買,40.35,80700,114.9975,68.99849999999999,0,-80768.9985,4000,,除權除息區,,,,,,,,,,,,,
3,Thu Oct 31 2019 00:00:00 GMT+0800 (Taiwan Standard Time),2000,買,40.6,81200,115,69,0,-81269,6000,,手動輸入區,,,,,,,自動代入區,,,,,,
4,Wed Nov 06 2019 00:00:00 GMT+0800 (Taiwan Standard Time),2000,買,42.55,85100,121,72,0,-85172,8000,,年度,除權息日,除息前參考價,股利發放日,現金股利,股票股利,補充健保費率,除息參考價,總計股息,補充健保費,實領,配發股數,當下股數,殖利率
5,Wed Dec 04 2019 00:00:00 GMT+0800 (Taiwan Standard Time),137,買,35,4795,6,5,0,-4800,8137,,2020,Wed Jul 01 2020 00:00:00 GMT+0800 (Taiwan Standard Time),41.85,Wed Jul 29 2020 00:00:00 GMT+0800 (Taiwan Standard Time),2,0,0.0191,39.85,18274,0,18264,0,9137,0.04776357344963544
6,Thu Jan 30 2020 00:00:00 GMT+0800 (Taiwan Standard Time),1000,買,41.5,41500,59,35,0,-41535,9137,,2021,Fri Dec 31 2021 00:00:00 GMT+0800 (Taiwan Standard Time),0,,0,0,0.0211,0,0,0,0,0,0,0
7,Thu Feb 27 2020 00:00:00 GMT+0800 (Taiwan Standard Time),1000,買,40.5,40500,57,34,0,-40534,10137,,,,,,,,,,,,,,,
8,Wed Jun 17 2020 00:00:00 GMT+0800 (Taiwan Standard Time),-1000,賣,42.1,42100,59,35,126.3,41938.7,9137,,,,,,,,,,,,,,,
9,Fri Aug 21 2020 00:00:00 GMT+0800 (Taiwan Standard Time),-3000,賣,40,120000,171,102,360,119538,6137,,,,,,,,,,,,,,,
10,Thu Sep 24 2020 00:00:00 GMT+0800 (Taiwan Standard Time),-3000,賣,38.1,114300,162,97,342.90000000000003,113860.1,3137,,,,,,,,,,,,,,,
11,Wed Dec 16 2020 00:00:00 GMT+0800 (Taiwan Standard Time),-3000,賣,41.55,124649.99999999999,177,106,373.95,124170.04999999999,137,,,,,,,,,,,,,,,
12,Wed Dec 30 2020 00:00:00 GMT+0800 (Taiwan Standard Time),-137,賣,41.6,5699.2,8,5,17.0976,5677.1024,0,,,,,,,,,,,,,,,
