手動輸入,,,,,自動代入區,,,,,,,股票代號,總投入成本,"扣除
股息成本","扣除
賣出成本",目前市價,剩餘股數,"剩餘庫存
目前市值","目前
淨獲利",每股成本,年報酬率,,,,
序號,交易日期,股數,類別,交易價格,成交金額,手續費,"折讓
手續費",交易稅,給付金額,剩餘庫存,,3481,-64805.36125,-64805.36125,12146.839999999997,51,0,0,12146.839999999997,0,0.037487145401878294,,,,
1,Mon Dec 07 2020 00:00:00 GMT+0800 (Taiwan Standard Time),5000,買,12.95,64750,92.26875,55.36125,0,-64805.36125,5000,,,,,,,,,,,,,,,
2,Fri Feb 19 2021 00:00:00 GMT+0800 (Taiwan Standard Time),-5000,賣,15.45,77250,110.08125,66.04875,231.75,76952.20125,0,,除權除息區,,,,,,,,,,,,,
,,,,,,,,,,,,手動輸入區,,,,,,,自動代入區,,,,,,
,,,,,,,,,,,,年度,除權息日,除息前參考價,股利發放日,現金股利,股票股利,補充健保費率,除息參考價,總計股息,補充健保費,實領,配發股數,當下股數,殖利率
,,,,,,,,,,,,2021,Fri Dec 31 2021 00:00:00 GMT+0800 (Taiwan Standard Time),0,,0,0,0.0211,0,0,0,0,0,0,0
